date,settlement_period,capacity
23-Jan-21,18,29825
23-Jan-21,19,30862
23-Jan-21,20,31517
23-Jan-21,21,31656
23-Jan-21,22,31566
23-Jan-21,23,31410
23-Jan-21,24,31426
23-Jan-21,25,31520
23-Jan-21,26,31430
23-Jan-21,27,31461
23-Jan-21,28,31306
23-Jan-21,29,31369
23-Jan-21,30,31509
23-Jan-21,31,31914
23-Jan-21,32,32567
23-Jan-21,33,33896
23-Jan-21,34,35605
23-Jan-21,35,37468
23-Jan-21,36,37990
23-Jan-21,37,37787
23-Jan-21,38,37097
23-Jan-21,39,36081
23-Jan-21,40,34624
23-Jan-21,41,34046
23-Jan-21,42,33110
23-Jan-21,43,31752
23-Jan-21,44,30601
23-Jan-21,45,29231
23-Jan-21,46,27914
23-Jan-21,47,26654
23-Jan-21,48,25580
24-Jan-21,1,25502
24-Jan-21,2,25990
24-Jan-21,3,25599
24-Jan-21,4,25057
24-Jan-21,5,24614
24-Jan-21,6,24277
24-Jan-21,7,23945
24-Jan-21,8,23543
24-Jan-21,9,23276
24-Jan-21,10,23014
24-Jan-21,11,23194
24-Jan-21,12,23260
24-Jan-21,13,23941
24-Jan-21,14,24597
24-Jan-21,15,25417
24-Jan-21,16,26028
24-Jan-21,17,26948
24-Jan-21,18,28519
24-Jan-21,19,30228
24-Jan-21,20,31402
24-Jan-21,21,32373
24-Jan-21,22,32919
24-Jan-21,23,33511
24-Jan-21,24,34181
24-Jan-21,25,35057
24-Jan-21,26,35157
24-Jan-21,27,35215
24-Jan-21,28,34977
24-Jan-21,29,35277
24-Jan-21,30,35134
24-Jan-21,31,35285
24-Jan-21,32,35941
24-Jan-21,33,36931
24-Jan-21,34,38611
24-Jan-21,35,39418
24-Jan-21,36,39107
24-Jan-21,37,38515
24-Jan-21,38,37734
24-Jan-21,39,37027
24-Jan-21,40,35629
24-Jan-21,41,34460
24-Jan-21,42,33063
24-Jan-21,43,31697
24-Jan-21,44,30256
24-Jan-21,45,28555
24-Jan-21,46,27124
24-Jan-21,47,25570
24-Jan-21,48,24536
25-Jan-21,1,24505
25-Jan-21,2,25359
25-Jan-21,3,25078
25-Jan-21,4,24526
25-Jan-21,5,24255
25-Jan-21,6,23999
25-Jan-21,7,23549
25-Jan-21,8,23267
25-Jan-21,9,23245
25-Jan-21,10,23439
25-Jan-21,11,23902
25-Jan-21,12,24912
25-Jan-21,13,26959
25-Jan-21,14,28978
25-Jan-21,15,31325
25-Jan-21,16,33302
25-Jan-21,17,35654
25-Jan-21,18,36748
25-Jan-21,19,37092
25-Jan-21,20,36845
25-Jan-21,21,36543
25-Jan-21,22,36066
25-Jan-21,23,35653
25-Jan-21,24,35265
25-Jan-21,25,35217
25-Jan-21,26,35045
25-Jan-21,27,34487
25-Jan-21,28,34068
25-Jan-21,29,34227
25-Jan-21,30,34603
25-Jan-21,31,35351
25-Jan-21,32,36465
25-Jan-21,33,37455
25-Jan-21,34,38894
25-Jan-21,35,40129
25-Jan-21,36,40373
25-Jan-21,37,39910
25-Jan-21,38,39553
25-Jan-21,39,38765
25-Jan-21,40,37361
25-Jan-21,41,36198
25-Jan-21,42,34970
25-Jan-21,43,33550
25-Jan-21,44,32036
25-Jan-21,45,30163
25-Jan-21,46,28475
25-Jan-21,47,26889
25-Jan-21,48,25950
26-Jan-21,1,25898
26-Jan-21,2,26522
26-Jan-21,3,26310
26-Jan-21,4,25735
26-Jan-21,5,25246
26-Jan-21,6,25018
26-Jan-21,7,24862
26-Jan-21,8,24442
26-Jan-21,9,24258
26-Jan-21,10,24316
26-Jan-21,11,25130
26-Jan-21,12,26159
26-Jan-21,13,28036
26-Jan-21,14,30067
26-Jan-21,15,32360
26-Jan-21,16,33847
26-Jan-21,17,36186
26-Jan-21,18,37545
26-Jan-21,19,38600
26-Jan-21,20,38780
26-Jan-21,21,38659
26-Jan-21,22,38724
26-Jan-21,23,38809
26-Jan-21,24,38865
26-Jan-21,25,39736
26-Jan-21,26,39913
26-Jan-21,27,39853
26-Jan-21,28,39490
26-Jan-21,29,39442
26-Jan-21,30,39135
26-Jan-21,31,38936
26-Jan-21,32,39298
26-Jan-21,33,39656
26-Jan-21,34,40250
26-Jan-21,35,40595
26-Jan-21,36,40576
26-Jan-21,37,40242
26-Jan-21,38,39666
26-Jan-21,39,38983
26-Jan-21,40,37627
26-Jan-21,41,36181
26-Jan-21,42,34615
26-Jan-21,43,33085
26-Jan-21,44,31265
26-Jan-21,45,29391
26-Jan-21,46,27856
26-Jan-21,47,26144
26-Jan-21,48,25173
27-Jan-21,1,24965
27-Jan-21,2,25431
27-Jan-21,3,25331
27-Jan-21,4,24802
27-Jan-21,5,24249
27-Jan-21,6,24180
27-Jan-21,7,23953
27-Jan-21,8,23516
27-Jan-21,9,23423
27-Jan-21,10,23562
27-Jan-21,11,24059
27-Jan-21,12,24857
27-Jan-21,13,26774
27-Jan-21,14,28718
27-Jan-21,15,31241
27-Jan-21,16,32875
27-Jan-21,17,34618
27-Jan-21,18,35627
27-Jan-21,19,36248
27-Jan-21,20,36228
27-Jan-21,21,36354
27-Jan-21,22,36446
27-Jan-21,23,36602
27-Jan-21,24,36673
27-Jan-21,25,37010
27-Jan-21,26,37113
27-Jan-21,27,36779
27-Jan-21,28,36158
27-Jan-21,29,36042
27-Jan-21,30,35996
27-Jan-21,31,36213
27-Jan-21,32,36989
27-Jan-21,33,37559
27-Jan-21,34,38813
27-Jan-21,35,39946
27-Jan-21,36,39787
27-Jan-21,37,39283
27-Jan-21,38,38617
27-Jan-21,39,37925
27-Jan-21,40,36429
27-Jan-21,41,34274
27-Jan-21,42,34005
27-Jan-21,43,32649
27-Jan-21,44,30865
27-Jan-21,45,29124
27-Jan-21,46,27380
27-Jan-21,47,25781
27-Jan-21,48,24642
28-Jan-21,1,24472
28-Jan-21,2,24874
28-Jan-21,3,24507
28-Jan-21,4,23912
28-Jan-21,5,23231
28-Jan-21,6,22788
28-Jan-21,7,22273
28-Jan-21,8,21708
28-Jan-21,9,21409
28-Jan-21,10,21319
28-Jan-21,11,21868
28-Jan-21,12,22609
28-Jan-21,13,24726
28-Jan-21,14,26590
28-Jan-21,15,28760
28-Jan-21,16,30580
28-Jan-21,17,32388
28-Jan-21,18,33300
28-Jan-21,19,33838
28-Jan-21,20,33851
28-Jan-21,21,33613
28-Jan-21,22,33409
28-Jan-21,23,33386
28-Jan-21,24,33531
28-Jan-21,25,34347
28-Jan-21,26,34296
28-Jan-21,27,34254
28-Jan-21,28,33429
28-Jan-21,29,33262
28-Jan-21,30,33411
28-Jan-21,31,34008
28-Jan-21,32,34807
28-Jan-21,33,35652
28-Jan-21,34,37213
28-Jan-21,35,38416
28-Jan-21,36,38682
28-Jan-21,37,38144
28-Jan-21,38,37355
28-Jan-21,39,36156
28-Jan-21,40,34496
28-Jan-21,41,33115
28-Jan-21,42,31685
28-Jan-21,43,30168
28-Jan-21,44,28534
28-Jan-21,45,26892
28-Jan-21,46,25325
28-Jan-21,47,23937
28-Jan-21,48,22800
29-Jan-21,1,22631
29-Jan-21,2,23138
29-Jan-21,3,22651
29-Jan-21,4,21979
29-Jan-21,5,21512
29-Jan-21,6,21202
29-Jan-21,7,20696
29-Jan-21,8,20481
29-Jan-21,9,20327
29-Jan-21,10,20392
29-Jan-21,11,21074
29-Jan-21,12,21918
29-Jan-21,13,24300
29-Jan-21,14,26458
29-Jan-21,15,28570
29-Jan-21,16,29873
29-Jan-21,17,31349
29-Jan-21,18,32290
29-Jan-21,19,32886
29-Jan-21,20,32979
29-Jan-21,21,32869
29-Jan-21,22,32789
29-Jan-21,23,32610
29-Jan-21,24,32475
29-Jan-21,25,32713
29-Jan-21,26,32448
29-Jan-21,27,32295
29-Jan-21,28,32018
29-Jan-21,29,32043
29-Jan-21,30,31827
29-Jan-21,31,32341
29-Jan-21,32,32882
29-Jan-21,33,33639
29-Jan-21,34,34986
29-Jan-21,35,36731
29-Jan-21,36,37238
29-Jan-21,37,36986
29-Jan-21,38,36024
29-Jan-21,39,35259
29-Jan-21,40,34002
29-Jan-21,41,32975
29-Jan-21,42,31671
29-Jan-21,43,30246
29-Jan-21,44,29034
29-Jan-21,45,27628
29-Jan-21,46,26136
29-Jan-21,47,24584
29-Jan-21,48,23511
30-Jan-21,1,23497
30-Jan-21,2,23970
30-Jan-21,3,23345
30-Jan-21,4,22659
30-Jan-21,5,22127
30-Jan-21,6,21442
30-Jan-21,7,20835
30-Jan-21,8,20257
30-Jan-21,9,19753
30-Jan-21,10,19590
30-Jan-21,11,19735
30-Jan-21,12,20088
30-Jan-21,13,21169
30-Jan-21,14,21919
30-Jan-21,15,23005
30-Jan-21,16,23618
30-Jan-21,17,25035
30-Jan-21,18,26526
30-Jan-21,19,27883
30-Jan-21,20,28754
30-Jan-21,21,29660
30-Jan-21,22,30053
30-Jan-21,23,30504
30-Jan-21,24,30746
30-Jan-21,25,31443
30-Jan-21,26,31537
30-Jan-21,27,31570
30-Jan-21,28,31062
30-Jan-21,29,30994
30-Jan-21,30,30923
30-Jan-21,31,30834
30-Jan-21,32,31228
30-Jan-21,33,32031
30-Jan-21,34,33511
30-Jan-21,35,35817
30-Jan-21,36,36190
30-Jan-21,37,35906
30-Jan-21,38,34915
30-Jan-21,39,33861
30-Jan-21,40,32731
30-Jan-21,41,31444
30-Jan-21,42,30375
30-Jan-21,43,29169
30-Jan-21,44,28114
30-Jan-21,45,27124
30-Jan-21,46,26055
30-Jan-21,47,24805
30-Jan-21,48,24048
31-Jan-21,1,23975
31-Jan-21,2,24575
31-Jan-21,3,24366
31-Jan-21,4,23851
31-Jan-21,5,23418
31-Jan-21,6,23121
31-Jan-21,7,22680
31-Jan-21,8,22174
31-Jan-21,9,21960
31-Jan-21,10,21791
31-Jan-21,11,21804
31-Jan-21,12,21818
31-Jan-21,13,22661
31-Jan-21,14,23243
31-Jan-21,15,24039
31-Jan-21,16,24325
31-Jan-21,17,25325
31-Jan-21,18,26610
31-Jan-21,19,27941
31-Jan-21,20,28941
31-Jan-21,21,29804
31-Jan-21,22,30565
31-Jan-21,23,31420
31-Jan-21,24,32476
31-Jan-21,25,33380
31-Jan-21,26,33793
31-Jan-21,27,34115
31-Jan-21,28,33966
31-Jan-21,29,34033
31-Jan-21,30,34160
31-Jan-21,31,34446
31-Jan-21,32,34956
31-Jan-21,33,36092
31-Jan-21,34,37723
31-Jan-21,35,39441
31-Jan-21,36,39754
31-Jan-21,37,38928
31-Jan-21,38,37687
31-Jan-21,39,36143
31-Jan-21,40,34626
31-Jan-21,41,33592
31-Jan-21,42,32390
31-Jan-21,43,31163
31-Jan-21,44,29890
31-Jan-21,45,28378
31-Jan-21,46,27002
31-Jan-21,47,25516
31-Jan-21,48,24560
01-Feb-21,1,24442
01-Feb-21,2,24974
01-Feb-21,3,24762
01-Feb-21,4,24300
01-Feb-21,5,23919
01-Feb-21,6,23672
01-Feb-21,7,23602
01-Feb-21,8,23446
01-Feb-21,9,23321
01-Feb-21,10,23451
01-Feb-21,11,24115
01-Feb-21,12,25120
01-Feb-21,13,27220
01-Feb-21,14,29404
01-Feb-21,15,31677
01-Feb-21,16,33161
01-Feb-21,17,35088
01-Feb-21,18,36403
01-Feb-21,19,37172
01-Feb-21,20,37307
01-Feb-21,21,37182
01-Feb-21,22,37105
01-Feb-21,23,36925
01-Feb-21,24,37044
01-Feb-21,25,37438
01-Feb-21,26,37117
01-Feb-21,27,37067
01-Feb-21,28,37049
01-Feb-21,29,36921
01-Feb-21,30,36569
01-Feb-21,31,36914
01-Feb-21,32,37619
01-Feb-21,33,38093
01-Feb-21,34,38833
01-Feb-21,35,39967
01-Feb-21,36,40411
01-Feb-21,37,40176
01-Feb-21,38,39970
01-Feb-21,39,38493
01-Feb-21,40,37241
01-Feb-21,41,36392
01-Feb-21,42,34966
01-Feb-21,43,33372
01-Feb-21,44,31605
01-Feb-21,45,29951
01-Feb-21,46,28072
01-Feb-21,47,26429
01-Feb-21,48,25216
02-Feb-21,1,24999
02-Feb-21,2,25553
02-Feb-21,3,25255
02-Feb-21,4,24545
02-Feb-21,5,24073
02-Feb-21,6,23781
02-Feb-21,7,23292
02-Feb-21,8,22709
02-Feb-21,9,22349
02-Feb-21,10,22213
02-Feb-21,11,22626
02-Feb-21,12,23310
02-Feb-21,13,25679
02-Feb-21,14,27631
02-Feb-21,15,29847
02-Feb-21,16,31370
02-Feb-21,17,33121
02-Feb-21,18,34188
02-Feb-21,19,35037
02-Feb-21,20,35078
02-Feb-21,21,34922
02-Feb-21,22,34866
02-Feb-21,23,34939
02-Feb-21,24,34979
02-Feb-21,25,35378
02-Feb-21,26,35298
02-Feb-21,27,35002
02-Feb-21,28,34685
02-Feb-21,29,34486
02-Feb-21,30,34333
02-Feb-21,31,34717
02-Feb-21,32,35227
02-Feb-21,33,35828
02-Feb-21,34,36968
02-Feb-21,35,38550
02-Feb-21,36,39083
02-Feb-21,37,38657
02-Feb-21,38,37571
02-Feb-21,39,36561
02-Feb-21,40,35216
02-Feb-21,41,33799
02-Feb-21,42,32119
02-Feb-21,43,30913
02-Feb-21,44,29123
02-Feb-21,45,27440
02-Feb-21,46,25987
02-Feb-21,47,24535
02-Feb-21,48,23551
03-Feb-21,1,23350
03-Feb-21,2,23906
03-Feb-21,3,23771
03-Feb-21,4,23288
03-Feb-21,5,22762
03-Feb-21,6,22526
03-Feb-21,7,22258
03-Feb-21,8,21888
03-Feb-21,9,21945
03-Feb-21,10,22067
03-Feb-21,11,22791
03-Feb-21,12,23621
03-Feb-21,13,25961
03-Feb-21,14,27792
03-Feb-21,15,30466
03-Feb-21,16,32092
03-Feb-21,17,33645
03-Feb-21,18,34884
03-Feb-21,19,35364
03-Feb-21,20,35455
03-Feb-21,21,35324
03-Feb-21,22,35146
03-Feb-21,23,35076
03-Feb-21,24,34822
03-Feb-21,25,34786
03-Feb-21,26,34428
03-Feb-21,27,34266
03-Feb-21,28,33764
03-Feb-21,29,33658
03-Feb-21,30,33553
03-Feb-21,31,33784
03-Feb-21,32,34442
03-Feb-21,33,35401
03-Feb-21,34,36915
03-Feb-21,35,38523
03-Feb-21,36,39291
03-Feb-21,37,39257
03-Feb-21,38,38132
03-Feb-21,39,37020
03-Feb-21,40,35460
03-Feb-21,41,34502
03-Feb-21,42,33178
03-Feb-21,43,31807
03-Feb-21,44,30258
03-Feb-21,45,28703
03-Feb-21,46,27222
03-Feb-21,47,25671
03-Feb-21,48,24642
04-Feb-21,1,24616
04-Feb-21,2,25173
04-Feb-21,3,24922
04-Feb-21,4,24458
04-Feb-21,5,23872
04-Feb-21,6,23630
04-Feb-21,7,23423
04-Feb-21,8,22997
04-Feb-21,9,22789
04-Feb-21,10,22845
04-Feb-21,11,23349
04-Feb-21,12,24268
04-Feb-21,13,26556
04-Feb-21,14,28594
04-Feb-21,15,31014
04-Feb-21,16,32332
04-Feb-21,17,33983
04-Feb-21,18,34902
04-Feb-21,19,35411
04-Feb-21,20,35453
04-Feb-21,21,35194
04-Feb-21,22,35045
04-Feb-21,23,35155
04-Feb-21,24,35285
04-Feb-21,25,35821
04-Feb-21,26,35850
04-Feb-21,27,35738
04-Feb-21,28,35457
04-Feb-21,29,35326
04-Feb-21,30,35189
04-Feb-21,31,35352
04-Feb-21,32,35625
04-Feb-21,33,36365
04-Feb-21,34,37465
04-Feb-21,35,39226
04-Feb-21,36,39980
04-Feb-21,37,39608
04-Feb-21,38,38551
04-Feb-21,39,37315
04-Feb-21,40,35769
04-Feb-21,41,34402
04-Feb-21,42,32875
04-Feb-21,43,31508
04-Feb-21,44,29908
04-Feb-21,45,28388
04-Feb-21,46,26872
04-Feb-21,47,25396
04-Feb-21,48,24437
05-Feb-21,1,24348
05-Feb-21,2,24768
05-Feb-21,3,24514
05-Feb-21,4,24070
05-Feb-21,5,23612
05-Feb-21,6,23361
05-Feb-21,7,22954
05-Feb-21,8,22476
05-Feb-21,9,22281
05-Feb-21,10,22345
05-Feb-21,11,22847
05-Feb-21,12,23590
05-Feb-21,13,25854
05-Feb-21,14,27861
05-Feb-21,15,30153
05-Feb-21,16,31525
05-Feb-21,17,33218
05-Feb-21,18,33958
05-Feb-21,19,34216
05-Feb-21,20,33820
05-Feb-21,21,33459
05-Feb-21,22,33262
05-Feb-21,23,33026
05-Feb-21,24,32784
05-Feb-21,25,33187
05-Feb-21,26,33133
05-Feb-21,27,32875
05-Feb-21,28,32437
05-Feb-21,29,32348
05-Feb-21,30,32545
05-Feb-21,31,32996
05-Feb-21,32,33499
05-Feb-21,33,34212
05-Feb-21,34,35662
05-Feb-21,35,37112
05-Feb-21,36,38012
05-Feb-21,37,37925
05-Feb-21,38,37182
05-Feb-21,39,36228
05-Feb-21,40,35054
05-Feb-21,41,33873
05-Feb-21,42,32516
05-Feb-21,43,31187
05-Feb-21,44,29812
05-Feb-21,45,28336
05-Feb-21,46,26910
05-Feb-21,47,25316
05-Feb-21,48,24437
06-Feb-21,1,24405
06-Feb-21,2,24803
06-Feb-21,3,24498
06-Feb-21,4,23846
06-Feb-21,5,23336
06-Feb-21,6,22878
06-Feb-21,7,22384
06-Feb-21,8,21842
06-Feb-21,9,21542
06-Feb-21,10,21444
06-Feb-21,11,21720
06-Feb-21,12,22114
06-Feb-21,13,23248
06-Feb-21,14,24052
06-Feb-21,15,25192
06-Feb-21,16,25830
06-Feb-21,17,26863
06-Feb-21,18,27915
06-Feb-21,19,28688
06-Feb-21,20,29074
06-Feb-21,21,29621
06-Feb-21,22,29606
06-Feb-21,23,29465
06-Feb-21,24,29785
06-Feb-21,25,30560
06-Feb-21,26,30599
06-Feb-21,27,30293
06-Feb-21,28,30176
06-Feb-21,29,30192
06-Feb-21,30,29960
06-Feb-21,31,30394
06-Feb-21,32,30908
06-Feb-21,33,31876
06-Feb-21,34,33162
06-Feb-21,35,35134
06-Feb-21,36,36257
06-Feb-21,37,35876
06-Feb-21,38,35289
06-Feb-21,39,33990
06-Feb-21,40,32668
06-Feb-21,41,31361
06-Feb-21,42,30172
06-Feb-21,43,28945
06-Feb-21,44,27890
06-Feb-21,45,26497
06-Feb-21,46,25242
06-Feb-21,47,23939
06-Feb-21,48,23031
07-Feb-21,1,22830
07-Feb-21,2,23142
07-Feb-21,3,22751
07-Feb-21,4,22020
07-Feb-21,5,21459
07-Feb-21,6,21236
07-Feb-21,7,20804
07-Feb-21,8,20344
07-Feb-21,9,19804
07-Feb-21,10,19631
07-Feb-21,11,19625
07-Feb-21,12,19747
07-Feb-21,13,20590
07-Feb-21,14,21239
07-Feb-21,15,22198
07-Feb-21,16,22758
07-Feb-21,17,24070
07-Feb-21,18,25413
07-Feb-21,19,27057
07-Feb-21,20,28176
07-Feb-21,21,29068
07-Feb-21,22,29769
07-Feb-21,23,30400
07-Feb-21,24,31025
07-Feb-21,25,31865
07-Feb-21,26,32244
07-Feb-21,27,32443
07-Feb-21,28,32302
07-Feb-21,29,32400
07-Feb-21,30,32537
07-Feb-21,31,33088
07-Feb-21,32,33899
07-Feb-21,33,35194
07-Feb-21,34,36250
07-Feb-21,35,37558
07-Feb-21,36,38124
07-Feb-21,37,37490
07-Feb-21,38,36614
07-Feb-21,39,35191
07-Feb-21,40,33560
07-Feb-21,41,32472
07-Feb-21,42,31317
07-Feb-21,43,29920
07-Feb-21,44,28367
07-Feb-21,45,26887
07-Feb-21,46,25281
07-Feb-21,47,23809
07-Feb-21,48,22916
08-Feb-21,1,22818
08-Feb-21,2,23273
08-Feb-21,3,23212
08-Feb-21,4,22752
08-Feb-21,5,22546
08-Feb-21,6,22312
08-Feb-21,7,22158
08-Feb-21,8,21950
08-Feb-21,9,22053
08-Feb-21,10,22200
08-Feb-21,11,22759
08-Feb-21,12,23862
08-Feb-21,13,26010
08-Feb-21,14,28122
08-Feb-21,15,30806
08-Feb-21,16,32706
08-Feb-21,17,34991
08-Feb-21,18,36677
08-Feb-21,19,37607
08-Feb-21,20,37762
08-Feb-21,21,37864
08-Feb-21,22,37925
08-Feb-21,23,37845
08-Feb-21,24,38023
08-Feb-21,25,38696
08-Feb-21,26,38809
08-Feb-21,27,38608
08-Feb-21,28,38215
08-Feb-21,29,38132
08-Feb-21,30,38082
08-Feb-21,31,38200
08-Feb-21,32,38495
08-Feb-21,33,39000
08-Feb-21,34,39598
08-Feb-21,35,40413
08-Feb-21,36,41405
08-Feb-21,37,41602
08-Feb-21,38,40649
08-Feb-21,39,39727
08-Feb-21,40,38478
08-Feb-21,41,37120
08-Feb-21,42,35493
08-Feb-21,43,34270
08-Feb-21,44,32795
08-Feb-21,45,30872
08-Feb-21,46,28974
08-Feb-21,47,27227
08-Feb-21,48,26085
09-Feb-21,1,26112
09-Feb-21,2,26583
09-Feb-21,3,26543
09-Feb-21,4,26076
09-Feb-21,5,25739
09-Feb-21,6,25560
09-Feb-21,7,25318
09-Feb-21,8,25067
09-Feb-21,9,25031
09-Feb-21,10,24827
09-Feb-21,11,25351
09-Feb-21,12,26185
09-Feb-21,13,28254
09-Feb-21,14,30487
09-Feb-21,15,32637
09-Feb-21,16,34101
09-Feb-21,17,36447
09-Feb-21,18,37690
09-Feb-21,19,38399
09-Feb-21,20,38144
09-Feb-21,21,37852
09-Feb-21,22,37923
09-Feb-21,23,38023
09-Feb-21,24,38034
09-Feb-21,25,38069
09-Feb-21,26,37862
09-Feb-21,27,37565
09-Feb-21,28,37212
09-Feb-21,29,37368
09-Feb-21,30,37282
09-Feb-21,31,37866
09-Feb-21,32,38417
09-Feb-21,33,38647
09-Feb-21,34,39518
09-Feb-21,35,40739
09-Feb-21,36,41381
09-Feb-21,37,41033
09-Feb-21,38,40684
09-Feb-21,39,40103
09-Feb-21,40,38696
09-Feb-21,41,37351
09-Feb-21,42,35875
09-Feb-21,43,34570
09-Feb-21,44,32735
09-Feb-21,45,30727
09-Feb-21,46,29028
09-Feb-21,47,27202
09-Feb-21,48,26275
10-Feb-21,1,26089
10-Feb-21,2,26700
10-Feb-21,3,26595
10-Feb-21,4,26081
10-Feb-21,5,25832
10-Feb-21,6,25532
10-Feb-21,7,25413
10-Feb-21,8,25172
10-Feb-21,9,25055
10-Feb-21,10,25187
10-Feb-21,11,25599
10-Feb-21,12,26649
10-Feb-21,13,28980
10-Feb-21,14,31129
10-Feb-21,15,33255
10-Feb-21,16,34963
10-Feb-21,17,36937
10-Feb-21,18,37799
10-Feb-21,19,38419
10-Feb-21,20,38181
10-Feb-21,21,37500
10-Feb-21,22,37051
10-Feb-21,23,36748
10-Feb-21,24,36585
10-Feb-21,25,36874
10-Feb-21,26,36265
10-Feb-21,27,36124
10-Feb-21,28,35638
10-Feb-21,29,35936
10-Feb-21,30,36172
10-Feb-21,31,37001
10-Feb-21,32,37824
10-Feb-21,33,38713
10-Feb-21,34,39858
10-Feb-21,35,40746
10-Feb-21,36,41766
10-Feb-21,37,41685
10-Feb-21,38,41198
10-Feb-21,39,40642
10-Feb-21,40,39695
10-Feb-21,41,38790
10-Feb-21,42,37276
10-Feb-21,43,35329
10-Feb-21,44,33182
10-Feb-21,45,31821
10-Feb-21,46,30698
10-Feb-21,47,28975
10-Feb-21,48,27695
11-Feb-21,1,27666
11-Feb-21,2,28126
11-Feb-21,3,27996
11-Feb-21,4,27553
11-Feb-21,5,27056
11-Feb-21,6,26893
11-Feb-21,7,26494
11-Feb-21,8,26122
11-Feb-21,9,25878
11-Feb-21,10,26003
11-Feb-21,11,26580
11-Feb-21,12,27419
11-Feb-21,13,29299
11-Feb-21,14,31111
11-Feb-21,15,33370
11-Feb-21,16,34722
11-Feb-21,17,36572
11-Feb-21,18,37459
11-Feb-21,19,37731
11-Feb-21,20,37589
11-Feb-21,21,37378
11-Feb-21,22,37365
11-Feb-21,23,37104
11-Feb-21,24,37080
11-Feb-21,25,37716
11-Feb-21,26,37616
11-Feb-21,27,37150
11-Feb-21,28,36673
11-Feb-21,29,36625
11-Feb-21,30,36613
11-Feb-21,31,37159
11-Feb-21,32,37914
11-Feb-21,33,38632
11-Feb-21,34,39694
11-Feb-21,35,40864
11-Feb-21,36,41738
11-Feb-21,37,41766
11-Feb-21,38,41498
11-Feb-21,39,40908
11-Feb-21,40,39687
11-Feb-21,41,38069
11-Feb-21,42,36410
11-Feb-21,43,34925
11-Feb-21,44,33362
11-Feb-21,45,31516
11-Feb-21,46,29644
11-Feb-21,47,27936
11-Feb-21,48,26863
12-Feb-21,1,26744
12-Feb-21,2,27427
12-Feb-21,3,27122
12-Feb-21,4,26640
12-Feb-21,5,26203
12-Feb-21,6,25996
12-Feb-21,7,25687
12-Feb-21,8,25415
12-Feb-21,9,25251
12-Feb-21,10,25214
12-Feb-21,11,25732
12-Feb-21,12,26587
12-Feb-21,13,28695
12-Feb-21,14,30640
12-Feb-21,15,32659
12-Feb-21,16,34362
12-Feb-21,17,36180
12-Feb-21,18,36985
12-Feb-21,19,37268
12-Feb-21,20,37155
12-Feb-21,21,36586
12-Feb-21,22,36086
12-Feb-21,23,35722
12-Feb-21,24,35391
12-Feb-21,25,35510
12-Feb-21,26,35255
12-Feb-21,27,34995
12-Feb-21,28,34330
12-Feb-21,29,34187
12-Feb-21,30,34340
12-Feb-21,31,34988
12-Feb-21,32,35484
12-Feb-21,33,36583
12-Feb-21,34,38122
12-Feb-21,35,39864
12-Feb-21,36,41456
12-Feb-21,37,41490
12-Feb-21,38,40714
12-Feb-21,39,39657
12-Feb-21,40,38087
12-Feb-21,41,36484
12-Feb-21,42,35009
12-Feb-21,43,33707
12-Feb-21,44,31960
12-Feb-21,45,30545
12-Feb-21,46,28823
12-Feb-21,47,27264
12-Feb-21,48,26315
13-Feb-21,1,26128
13-Feb-21,2,26428
13-Feb-21,3,26105
13-Feb-21,4,25581
13-Feb-21,5,24903
13-Feb-21,6,24558
13-Feb-21,7,24261
13-Feb-21,8,23994
13-Feb-21,9,23723
13-Feb-21,10,23672
13-Feb-21,11,23851
13-Feb-21,12,24247
13-Feb-21,13,25312
13-Feb-21,14,26117
13-Feb-21,15,26990
13-Feb-21,16,27568
13-Feb-21,17,28916
13-Feb-21,18,30114
13-Feb-21,19,31072
13-Feb-21,20,31539
13-Feb-21,21,31933
13-Feb-21,22,31803
13-Feb-21,23,31704
13-Feb-21,24,31769
13-Feb-21,25,32143
13-Feb-21,26,32219
13-Feb-21,27,32383
13-Feb-21,28,32425
13-Feb-21,29,32591
13-Feb-21,30,33083
13-Feb-21,31,33578
13-Feb-21,32,34264
13-Feb-21,33,35111
13-Feb-21,34,36627
13-Feb-21,35,38207
13-Feb-21,36,39579
13-Feb-21,37,39378
13-Feb-21,38,38786
13-Feb-21,39,37394
13-Feb-21,40,35865
13-Feb-21,41,34395
13-Feb-21,42,33195
13-Feb-21,43,31800
13-Feb-21,44,30576
13-Feb-21,45,29174
13-Feb-21,46,27771
13-Feb-21,47,26151
13-Feb-21,48,25089
14-Feb-21,1,24738
14-Feb-21,2,25251
14-Feb-21,3,24876
14-Feb-21,4,24351
14-Feb-21,5,23709
14-Feb-21,6,23350
14-Feb-21,7,22972
14-Feb-21,8,22544
14-Feb-21,9,22302
14-Feb-21,10,22170
14-Feb-21,11,21986
14-Feb-21,12,22079
14-Feb-21,13,22636
14-Feb-21,14,23294
14-Feb-21,15,23937
14-Feb-21,16,24231
14-Feb-21,17,25579
14-Feb-21,18,26992
14-Feb-21,19,28501
14-Feb-21,20,29916
14-Feb-21,21,31057
14-Feb-21,22,31707
14-Feb-21,23,32192
14-Feb-21,24,32987
14-Feb-21,25,33795
14-Feb-21,26,34240
14-Feb-21,27,34496
14-Feb-21,28,34532
14-Feb-21,29,34400
14-Feb-21,30,34448
14-Feb-21,31,34618
14-Feb-21,32,34911
14-Feb-21,33,35531
14-Feb-21,34,36494
14-Feb-21,35,37816
14-Feb-21,36,38378
14-Feb-21,37,37966
